date,IT_close,sector_etf_performance
2025-04-01,1505.3199462890625,
2025-04-02,1528.641845703125,0.015492985043847884
2025-04-03,1475.7362060546875,-0.034609571756229585
2025-04-04,1431.508544921875,-0.02996989634824576
2025-04-07,1377.3702392578125,-0.0378190586819146
2025-04-08,1408.9755859375,0.02294615186162141
2025-04-09,1384.2237548828125,-0.017567253330524002
2025-04-11,1389.89404296875,0.004096366693560727
2025-04-15,1406.21435546875,0.011742127094192423
2025-04-16,1393.493408203125,-0.00904623624140477
2025-04-17,1399.8045654296875,0.0045290183573243326
2025-04-21,1430.8675537109375,0.02219094654239462
2025-04-22,1403.058837890625,-0.019434863658897683
2025-04-23,1454.4359130859375,0.03661790497150741
2025-04-24,1450.9844970703125,-0.002373027222837165
2025-04-25,1459.662353515625,0.005980667927764971
2025-04-28,1461.5360107421875,0.0012836237243838422
2025-04-29,1476.722412109375,0.010390713096063653
2025-04-30,1479.2862548828125,0.001736171099194772
2025-05-02,1485.991943359375,0.004533056705170013
2025-05-05,1487.6683349609375,0.0011281296705907273
2025-05-06,1490.528076171875,0.0019222975603716552
2025-05-07,1487.37255859375,-0.0021170467222793032
2025-05-08,1490.4295654296875,0.002055306734197071
2025-05-09,1486.6822509765625,-0.0025142512870406364
2025-05-12,1604.3270263671875,0.07913242746615645
2025-05-13,1546.8358154296875,-0.035835094711133886
2025-05-14,1570.3056640625,0.015172811748151105
2025-05-15,1590.6197509765625,0.012936390270355647
2025-05-16,1567.84033203125,-0.014321096497970087
2025-05-19,1538.157958984375,-0.01893201268041078
2025-05-20,1538.94677734375,0.0005128331292423294
2025-05-21,1546.7371826171875,0.005062166793632583
2025-05-22,1526.028564453125,-0.013388582363438206
2025-05-23,1543.088623046875,0.011179383526063846
2025-05-26,1558.5706787109375,0.010033160398456475
2025-05-27,1548.3150634765625,-0.00658014126305595
2025-05-28,1549.991455078125,0.0010827199457701386
2025-05-29,1563.5999755859375,0.00877973905161089
2025-05-30,1562.699951171875,-0.0005756104042693444
2025-06-02,1553.800048828125,-0.005695208691262832
2025-06-03,1543.0,-0.006950732712532992
2025-06-04,1551.199951171875,0.005314291102965107
2025-06-05,1554.300048828125,0.0019985158289284044
2025-06-06,1563.800048828125,0.00611207598376029
2025-06-09,1572.9000244140625,0.005819142666453336
2025-06-10,1596.0,0.014686232581465397
2025-06-11,1631.0999755859375,0.02199246590597581
2025-06-12,1608.5999755859375,-0.013794372102738484
2025-06-13,1602.0,-0.004102931546752897
2025-06-16,1623.800048828125,0.01360802049196308
2025-06-17,1639.9000244140625,0.009914998831017874
2025-06-18,1632.9000244140625,-0.0042685528969981235
2025-06-19,1618.4000244140625,-0.008879906781312674
2025-06-20,1622.9000244140625,0.0027805239323506203
2025-06-23,1584.0,-0.023969452109723788
2025-06-24,1581.5999755859375,-0.0015151669280697444
2025-06-25,1614.9000244140625,0.021054659422202082
2025-06-26,1616.0,0.0006811415996705872
2025-06-27,1614.9000244140625,-0.0006806779615949887
